category,screenname,text
Information,pfizer_news,"Just laugh it off! Laugh more to #StayHealthy, to feel less stressed, and to be happier http://t.co/lasKKtKD #PhillisDillerInsight #TSN"
Information,pfizer_news,"Dr. Mace Rothenberg, Dir, Clinical Development, Oncology, speaks/w Patt Morrison/89.3 KPCC re cancer research http://tinyurl.com/mncugk"
Information,pfizer_news,LATINO USA anchor Maria Hinojosa joins Pfizer in hosting a Town Hall in LA to focus attention on Cancer in the Latino community
Information,pfizer_news,Can #StarTrek teach people about #Ethics? Read #TSNâ€™s @VRulon reflections on a Trekkerâ€™s #SpinalChord injury http://t.co/48IeruSA
Information,pfizer_news,Mobile health is key for patient support and management in a variety of ways including adherence and monitoring http://t.co/za1UvSFB #TSN
Information,pfizer_news,Doctors debate whether routine autism screenings for children are beneficial or not http://t.co/EwZ2AVLg #TSN
Information,pfizer_news,Pfizer to acquire Ferrosanâ€™s Consumer Healthcare Business http://on.pfizer.com/eG1wO3
Action,pfizer_news,Pfizer invites public to listen to webcast of Pfizer discussion at Morgan Stanley Global Healthcare Conference: http://tinyurl.com/mnkudr
Information,pfizer_news,RT â€œ@getold: Dr. Freda Lewis-Hall asks  What are you doing to Get Old the way you want?  http://t.co/PLBMbNeJsd #healthyagingmonthâ€ù
Information,pfizer_news,May is High Blood Pressure Education Month. Per @CDCgov about 67 million people in US have high blood pressure aka #hypertension @pfizer
Information,pfizer_news,Pfizer Global Health Fellow Janet White #GHF addressing health issues for underserved populations from Kampala http://t.co/X1Q8ZBDz
Information,pfizer_news,Gary Pelletier of Pfizer Helpful Answers participates in Town Hall with LATINO USA addressing cancer and the Latino community
Information,pfizer_news,2012 Pfizer Global Health Fellow Jeffrey Trocio will address health issues for underserved populations in Uganda #GHF http://t.co/qeE2xXSJ
Information,pfizer_news,ReACT (Respect A Caregiverâ€™s Time) members featured in new NAC â€˜Best Practices in Workplace Eldercare Reportâ€™ http://t.co/ChNiMzSP
Information,pfizer_news,World Bank & Pfizer announce initiative to help improve healthcare delivery in developing countries http://bit.ly/clU4e5
Action,pfizer_news,Pleased to share that Pfizerâ€™s CentrumÂ® SilverÂ® was used in recently published Physicians Health Study II: Learn more http://t.co/zf9sHDWn
Information,pfizer_news,Pfizer Received FDA Approval for Prevnar 13 for Prevention of Pneumococcal Pneumonia and Invasive Disease in Adults 50+ http://t.co/npVBa02K
Information,pfizer_news,Pfizer invites public to view & listen to Webcast of Pfizer presentation at healthcare conference: http://bit.ly/a8XtSi
Information,pfizer_news,PFE Invites Public to View &amp  Listen to Webcast of Pfizer Presentation at Healthcare Conference http://t.co/bur7tYaD7q
Information,pfizer_news,Pfizer Global Health Fellow Albert Dunne addressing health issues for underserved populations from Nairobi http://t.co/ROvKV0Gg
Information,pfizer_news,@TSNTWISH celebrates the scientist responsible for the #BunsenBurner & discovery of Cesium & Rubidium: Robert Bunsen http://t.co/qynSqcao
Action,pfizer_news,"Today is a day full of jokes but your health is not a laughing matter.Find tips, tools and support to quit smoking at http://t.co/wwGouQrH"
Action,pfizer_news,Pfizer invites public to view and listen to webcast of Pfizer presentation at healthcare conference http://t.co/9PgTOgkB
Information,pfizer_news,Pfizer GHF Nancy Ng addressing health issues & improving care for underserved populations from Ethiopia http://t.co/Yspd9k69
Action,pfizer_news,A retrospective study on the lifetime risk of developing COPD was recently released. Weigh in here http://t.co/gEF922m0
Information,pfizer_news,Pfizerâ€™s Prevnar 13 wins Prix Galien award for Best Pharmaceutical Agent: http://t.co/hb6MCkqo
Information,pfizer_news,An interesting study tracks medication adherence with Integrated Health Systems http://t.co/pwZ34OzY
Information,pfizer_news,Pfizer recognized by CIO Magazine as one of the CIO 100 Award honorees http://on.pfizer.com/mR7Dut
Action,pfizer_news,June is #LGBT month and TSN is honoring the communityâ€™s scientists. Check out the Think Science Now blog at http://on.pfizer.com/kF1Y50
Information,pfizer_news,Tami Evans as a Pfizer Global Health Fellow: http://on.pfizer.com/f1WKTc
Information,pfizer_news,Pfizer to again be named to Working Mother 100 Best Companies list: http://bit.ly/17HinP  http://bit.ly/127Zuk
Action,pfizer_news,Check it out! Pfizer earned a score of 100-the highest possible-in the 2010 Corporate Equality Index http://bit.ly/3bIrKF
Information,pfizer_news,Pfizer and Wyeth to divest certain animal health assets to Boehringer Ingelheim: http://tinyurl.com/mf4y8d
Information,pfizer_news,Pfizer comments: Essential health benefits mean access to right treatment at affordable out-of-pocket costs http://t.co/Sup5dX0u
Dialogue,pfizer_news,People who take their #meds are more productive at work. Are you?  http://t.co/7cAwfuZj
Information,pfizer_news,2012 Pfizer Global Health Fellow Janet White will address health issues for underserved populations in Uganda #GHF http://t.co/LwF1ugAt
Information,pfizer_news,#TSN Member Vera Rulon discusses how much of the healthcare technology from #startrek has become reality http://t.co/0tInt6UU #healthcare
Information,pfizer_news,The National Association of Boards of Pharmacy and Pfizer Educate Patients About Counterfeit Medicines Online http://t.co/G5XZ8seB
Action,pfizer_news,Pfizerâ€™s Medicine Safety site provides explicate instructions on how to report an AE http://bit.ly/GVxC3 or call 1-800-438-1985
Information,pfizer_news,Non-adherence to medicines is a major healthcare cost contributor http://t.co/tFuRZr8nVH
Information,pfizer_news,#ThinkScienceNowâ€™s @VRulon talks about the role of mobile technology in #healthcare http://t.co/hCicrQiZ #mobileHealth #mhealth
Information,pfizer_news,Healthcare is evolving due to technology and m-health. More people are talking to each other about healthcare online http://t.co/fXNRtuom
Information,pfizer_news,An interesting study tracks medication adherence with Integrated Health Systems http://t.co/pwZ34OzY
Information,pfizer_news,"Caroline Roan, VP, Corporate Responsibility, discussed successes of partnership w/Accordia and Infectious Diseases Institute"
Information,pfizer_news,Pfizer Global Security Director David Shore panelist in Pharma IQ 2nd Annual Anti-counterfeiting Conference http://on.pfizer.com/igHSIQ
Information,pfizer_news,"According to a Pfizer-sponsored survey, 52% of women with metastatic breast cancer (MBC) believe MBC receives too little public attention"
Information,pfizer_news,#IOM: No evidence of major safety concerns associated with adherence to the childhood immunization schedule. http://t.co/lRGRHk6G
Action,pfizer_news,Should exclusivity rights be given to #pharma companies after development of a new drug? What are your thoughts? http://t.co/83072dlc
Action,pfizer_news,Heart disease is the leading killer in the United States. Get your cholesterol checked during National Cholesterol Education Month
Information,pfizer_news,World CML Day is held on 9/22 because the translocation of human chromosomes 9 and 22 can cause Chronic Myeloid Leukemia #CMLWorld2013
Information,pfizer_news,Pfizer Latin America President: Economic empowerment of women is a business issue http://t.co/m5wtAEkx
Information,pfizer_news,Sometimes the simplest solutions can transform #healthcare delivery http://t.co/hyDAlaF4 via @vrulon and @thinksciencenow
Information,pfizer_news,U.S. Supreme Court Decision in Bruesewitz V. Wyeth a win for public health http://on.pfizer.com/eegkBX
Action,pfizer_news,Pfizer helps @RareDiseases launch a new resource to educate on Gaucher disease. Learn more: http://t.co/16kSfvAorn
Information,pfizer_news,Pfizer made @_workingmother_â€™s 100 Best Companies for #workmom for the 15th year http://t.co/qofyXJKJiI
Information,pfizer_news,@Pfizer sponsored symposium today discusses the present &amp  future outlook of #mRCC treatment options #ECC2013
Information,pfizer_news,Phase 2 &amp  3 trial data on tumor response as a prognostic factor in #mRCC on Sunday #ECC2013    #2.702/Hall 7.2/9:00-11:25 CEST
Information,pfizer_news,"Biosimilars hold promise for the future. @Pfizer cancer research developments at #ECC2013 Hall 4/ 9/29, 9:30-12 CEST"
Information,pfizer_news,@Pfizer sponsored symposium at #ECC2013 to highlight #NSCLC in the era of #biomarkers &amp  molecular oncology
Information,pfizer_news,"Data for #NSCLC to be presented on patient-reported symptoms, global QoL &amp  general health status compared #3.400&amp 3.412/Hall 4"
Information,pfizer_news,Did you know up to 40% of people with #lungcancer will develop metastatic brain tumors? #ECC2013
Information,pfizer_news,30% of women initially diagnosed with earlier stages of #breastcancer will eventually develop metastatic disease #ECC2013
Information,pfizer_news,Intl Atherosclerosis Society &amp  Pfizer Independent Grants for Learning &amp  Change Collaborate on New Grant Opportunity http://t.co/OFusYVImv6
Information,pfizer_news,DUAVEEâ„¢ Approved for Moderate-to-Severe VMS Associated w/ Menopause &amp  Prevention of Postmenopausal Osteoporosis http://t.co/as53o9jonq
Information,pfizer_news,Bridget Walsh Appointed Vice President of Federal Government Relations http://t.co/7TIzSRnw3z
Information,pfizer_news,Pfizer R&amp D President Mikael Dolsten to speak at #ForbesHealth 2013 panel on #DrugResearch http://t.co/c45c7uyxhU
Information,pfizer_news,Pfizer EVP Laurie Olson: Our coalition w/ @LupusOrg is example of collaboration at work #Lupus
Information,pfizer_news,Pfizer EVP Laurie Olson on #Lupus: We must collaborate in new ways &amp  relentlessly bring all our knowledge to bear on this disease @LupusOrg
Information,pfizer_news,Pfizer recognized w/  Corporate Leadership Award at @LupusOrg  2013 National Gala #Lupus
Information,pfizer_news,"Dolsten at #ForbesHealth #ForbesRX: Pfizer is building a networked #R&amp D model together with academic, biotechs &amp  other partners"
Information,pfizer_news,Dolsten at #ForbesHealth #ForbesRX: Moment of convergence w/ #science &amp  tech coming together in extraordinary ways for #patient #innovation
Information,pfizer_news,Pfizer VP Jack Watters: Keeping caregivers healthy is key @bbglink #bbglec
Information,pfizer_news,Pfizer VP Jack Watters: We need life-changing approach to healthy behaviors @bbglink #bbglec
Information,pfizer_news,Follow #ForbesHealth Summit â€˜13 w/Mikael Dolsten from #Pfizer #R&amp D. Connecting Science w/ People Who Will Benefit From It
Action,pfizer_news,Battling obesity? Your healthcare team can help http://t.co/d920kOH6mU
Action,pfizer_news,Pfizer is proud to be a founding sponsor of the Metastatic Breast Cancer Alliance @mbcalliance.  Learn more at http://t.co/zZfFRQ21ob #MBCA
Information,pfizer_news,Children surviving 5 yrs after a cancer diagnosis has grown from 58% in 1975 to 81% today #valueofmeds http://t.co/GOcbZmQKwd
Action,pfizer_news,Oct is ADHD Awareness Month - did you know #ADHD affects 5M children in US? Visit     http://t.co/ieoxcyuPvH for caregiver articles &amp  videos
Information,pfizer_news,Pfizer Consumer Healthcare is a proud sponsor of World Osteoporosis Day 2013 http://t.co/efAI7vdDfi
Information,pfizer_news,It is estimated that nearly 1 in 8 women in the US will develop breast cancer during her lifetime #BCAM
Information,pfizer_news,CVS/pharmacy recognizes Pfizer Consumer Healthcare as â€˜Health Partner of the Yearâ€™ http://t.co/XLkLSo7YRD
Information,pfizer_news,Reduced hospitalizations &amp  ER visits drive declining health costs assoc w/ improved medication adherence #valueofmeds http://t.co/eU5DuUsOyI
Information,pfizer_news,"Pfizerâ€™s Adele Gulfo @gulfoa on receiving @SpringboardEnt Oracle Award: be open to new paths, I'm a scientist turned business person"
Information,pfizer_news,"@SpringboardEnt Oracle Award winner, Pfizer's Adele Gulfo, @gulfoa: At inflection points, the more challenging path will lead to greatness"
Information,pfizer_news,"Pfizerâ€™s Adele Gulfo @gulfoa on receiving @SpringboardEnt Oracle Award: Focus on proactive, passionate leadership is key to success"
Information,pfizer_news,Pfizerâ€™s Adele Gulfo honored with @SpringboardEnt Oracle Award for unparalleled leadership. Congrats @gulfoa
Information,pfizer_news,WPD was developed by patients &amp  initiated by @PsoriasisIFPA to provide a voice to more than 125 mil people with #psoriasis #WPD13
Information,pfizer_news,"#Psoriasis is often thought of as a minor condition, but it is associated with an average 4 year reduction in life span #WPD13"
Action,pfizer_news,"If you have #psoriasis or psoriatic arthritis, #WPD13 is here to help you build a community &amp  have a voice. RT to be heard"
Information,pfizer_news,Pfizerâ€™s Justin McCarthy discusses new approaches to IP negotiation and technology licensing to speed drug development at #P4C2013
Information,pfizer_news,Tony Coyle from Pfizerâ€™s CTI &amp  @Alliance4Lupus discuss how weâ€™re co-funding research to develop therapies for patients w/lupus #P4C2013
Information,pfizer_news,"Pfizer CEO Read: @pfizer, @CarterCenter, @ITIAtlanta &amp  partners are working to end trachoma as public health threat by 2020 #trachoma15"
Information,pfizer_news,"Pfizer CEO Read: @pfizer, @CarterCenter, @ITIAtlanta &amp  partners are working to end trachoma as public health threat by 2020 #trachoma15"
Information,pfizer_news,Pfizerâ€™s Justin McCarthy discusses new approaches to IP negotiation and technology licensing to speed drug development at #P4C2013
Information,pfizer_news,Tony Coyle from Pfizerâ€™s CTI &amp  @Alliance4Lupus discuss how weâ€™re co-funding research to develop therapies for patients w/lupus #P4C2013
Action,pfizer_news,"If you have #psoriasis or psoriatic arthritis, #WPD13 is here to help you build a community &amp  have a voice. RT to be heard"
Information,pfizer_news,"#Psoriasis is often thought of as a minor condition, but it is associated with an average 4 year reduction in life span #WPD13"
Information,pfizer_news,WPD was developed by patients &amp  initiated by @PsoriasisIFPA to provide a voice to more than 125 mil people with #psoriasis #WPD13
Information,pfizer_news,"Pfizerâ€™s Adele Gulfo @gulfoa on receiving @SpringboardEnt Oracle Award: be open to new paths, I'm a scientist turned business person"
Information,pfizer_news,"@SpringboardEnt Oracle Award winner, Pfizer's Adele Gulfo, @gulfoa: At inflection points, the more challenging path will lead to greatness"
Information,pfizer_news,"Pfizerâ€™s Adele Gulfo @gulfoa on receiving @SpringboardEnt Oracle Award: Focus on proactive, passionate leadership is key to success"
Information,pfizer_news,Pfizerâ€™s Adele Gulfo honored with @SpringboardEnt Oracle Award for unparalleled leadership. Congrats @gulfoa
Information,pfizer_news,It is estimated that nearly 1 in 8 women in the US will develop breast cancer during her lifetime #BCAM
Information,pfizer_news,CVS/pharmacy recognizes Pfizer Consumer Healthcare as â€˜Health Partner of the Yearâ€™ http://t.co/1mI1E7eE2q
Information,pfizer_news,Pfizer Consumer Healthcare is a proud sponsor of World Osteoporosis Day 2013 http://t.co/aldTqE1E6d
Action,pfizer_news,Oct is ADHD Awareness Month - did you know #ADHD affects 5M children in US? Visit     http://t.co/0g73tAuWU5 for caregiver articles &amp  videos
Information,pfizer_news,Children surviving 5 yrs after a cancer diagnosis has grown from 58% in 1975 to 81% today #valueofmeds http://t.co/BiWNjmJs0n
Information,pfizer_news,Battling obesity? Your healthcare team can help http://t.co/xjnb9z35Np
Action,pfizer_news,Pfizer is proud to be a founding sponsor of the Metastatic Breast Cancer Alliance @mbcalliance.  Learn more at http://t.co/MHfR6HhMuy #MBCA
Information,pfizer_news,"Dolsten at #ForbesHealth #ForbesRX: Pfizer is building a networked #R&amp D model together with academic, biotechs &amp  other partners"
Information,pfizer_news,Dolsten at #ForbesHealth #forbesrx: Moment of convergence w/ #science &amp  tech coming together in extraordinary ways for #patient #innovation
Information,pfizer_news,Pfizer VP Jack Watters: Keeping caregivers healthy is key @bbglink #bbglec
Information,pfizer_news,Pfizer VP Jack Watters: We need life-changing approach to healthy behaviors @bbglink #bbglec
Action,pfizer_news,Follow #ForbesHealth Summit â€˜13 w/Mikael Dolsten from #Pfizer #R&amp D. Connecting Science w/ People Who Will Benefit From It
Information,pfizer_news,Pfizer R&amp D President Mikael Dolsten to speak at #ForbesHealth 2013 panel on #DrugResearch http://t.co/7PYELlpGez
Information,pfizer_news,Pfizer EVP Laurie Olson: Our coalition w/ @LupusOrg is example of collaboration at work #Lupus
Information,pfizer_news,Pfizer EVP Laurie Olson on #Lupus: We must collaborate in new ways &amp  relentlessly bring all our knowledge to bear on this disease @LupusOrg
Information,pfizer_news,Pfizer recognized w/  Corporate Leadership Award at @LupusOrg  2013 National Gala #Lupus
Information,pfizer_news,Bridget Walsh Appointed Vice President of Federal Government Relations http://t.co/JkEBujVMsc
Information,pfizer_news,DUAVEEâ„¢ Approved for Moderate-to-Severe VMS Associated w/ Menopause &amp  Prevention of Postmenopausal Osteoporosis http://t.co/648asnwXh2
Information,pfizer_news,Intl Atherosclerosis Society &amp  Pfizer Independent Grants for Learning &amp  Change Collaborate on New Grant Opportunity http://t.co/OFGmQbnkSG
Information,pfizer_news,Did you know up to 40% of people with #lungcancer will develop metastatic brain tumors? #ECC2013
Information,pfizer_news,30% of women initially diagnosed with earlier stages of #breastcancer will eventually develop metastatic disease #ECC2013
Information,pfizer_news,@Pfizer sponsored symposium at #ECC2013 to highlight #NSCLC in the era of #biomarkers &amp  molecular oncology
Information,pfizer_news,@Pfizer sponsored symposium today discusses the present &amp  future outlook of #mRCC treatment options #ECC2013
Information,pfizer_news,Phase 2 &amp  3 trial data on tumor response as a prognostic factor in #mRCC on Sunday #ECC2013    #2.702/Hall 7.2/9:00-11:25 CEST
Information,pfizer_news,Pfizer made @_workingmother_â€™s 100 Best Companies for #workmom for the 15th year http://t.co/sUXft9F67q
Action,pfizer_news,Pfizer helps @RareDiseases launch a new resource to educate on Gaucher disease. Learn more: http://t.co/5MiN0DFaFQ
Information,pfizer_news,World CML Day is held on 9/22 because the translocation of human chromosomes 9 and 22 can cause Chronic Myeloid Leukemia #CMLWorld2013
Information,pfizer_news,RT â€œ@getold: Dr. Freda Lewis-Hall asks  What are you doing to Get Old the way you want?  http://t.co/vezYPlbI9N #healthyagingmonthâ€ù
Action,pfizer_news,Itâ€™s National Immunization Awareness Month  teens can get health tips &amp  learn more about vaccine preventable diseases http://t.co/VKkqBynoQC
Action,pfizer_news,Did you know adult vaccination rates are far behind those for children? Speak with a doctor or pharmacist about needed vaccines.
Information,pfizer_news,16 y.o. scientist/cancer researcher Jack Andraka discusses his work &amp  aspirations http://t.co/2xNPuxWH55
Information,pfizer_news,Women who quit smoking even into their 40s/50s can still reclaim some health benefits enjoyed by nonsmokers http://t.co/VhGSgDsQdO
Information,pfizer_news,Pfizer sponsors â€˜Wild Medicine: Healing Plants Around the World' exhibit at @NYBG  http://t.co/IuS1UtKWR2
Action,pfizer_news,Men: Doing all you can to age well? Learn steps men in their 50s should take w/ the Get Old Healthy Checklist http://t.co/a1q55OXDFr
Information,pfizer_news,Pfizer statement on PhRMA-EFPIA Commitments for Responsible Clinical Trial Data Sharing: http://t.co/z6Ik4tzGR3
Information,pfizer_news,"Congress should  enact a uniform, national solution to secure the U.S. pharmaceutical distribution chain  http://t.co/yzrJp6S7Oo"
Information,pfizer_news,Pfizer produces healthcare resources guide for residents of #Bronx #NYC http://t.co/lBMolQprkT
Information,pfizer_news,Mammogram myths &amp  facts http://t.co/wosBvyV3rl #gethealthystayhealthy
Action,pfizer_news,Some medical orgs now recommend against breast self-examinations. Should you do them? http://t.co/XGWNTHpTgW #gethealthystayhealthy
Information,pfizer_news,PFE was proud to sponsor two panels highlighting the importance of preventive measures as part of healthy aging @IAGG2013
Information,pfizer_news,"@IAGG2013 PFE panel notes the importance of prevention, treatment, and treatment adherence for an active aging population #LetsGetOld"
Information,pfizer_news,"@IAGG2013 The proportion of people aged 60+ globally is growing faster than any other group, necessitating preventive health behaviors"
Information,pfizer_news,"@IAGG2013 With 2 billion people 60+ by 2050, report notes importance of educating about preventive health measures http://t.co/q6mVUStga2"
Action,pfizer_news,Pick up a copy of @TheEIU report at PFEâ€™s @IAGG2013 booth to learn more about preventive care and healthy aging http://t.co/q6mVUStga2
Action,pfizer_news,"Excited to be working with @SeamusMullen on new RA campaign #RTRA, check it out at http://t.co/CqGI81esb1  w/ @pfizer"
Information,pfizer_news,"Many of us feel â€œstressed outâ€ù now &amp  then, but when does stress become a more serious health problem? http://t.co/vGeH7h24U4"
Information,pfizer_news,"June is #LGBT Pride Month. For 10 consecutive yrs, PFE has earned a '100' score on @HRC Corporate Equality Index http://t.co/2xlnKeQA00"
Information,pfizer_news,Pfizer is pleased to partner with CytomX on a new oncology research collaboration http://t.co/IOqNXphISB
Information,pfizer_news,PFE is sponsoring a series of talks on healthy aging at @HTLGIFestival http://t.co/NGoPdqy9Hs #HTLGI2013
Information,pfizer_news,Non-adherence to medicines is a major healthcare cost contributor http://t.co/EfaGU7elvA
Information,pfizer_news,May is High Blood Pressure Education Month. Per @CDCgov about 67 million people in US have high blood pressure aka #hypertension
Information,pfizer_news,On @TheDoctors Freda Lewis-Hall MD talks about how stress can impact your health http://t.co/kq3zBwlKUH
Action,pfizer_news,"22.4 million children worldwide are not completely vaccinated at 12 months, according to @WHO. Learn more at http://t.co/QvwlLvAiQn"
Information,pfizer_news,PFE: Congress must act on track-n-trace to guarantee patients' safety http://t.co/1aw8C2dddf
Information,pfizer_news,PFE: Gaps in U.S. drug supply chain are threat to public health http://t.co/s9S89ZuGjT
Action,pfizer_news,"Nearly 17% of all deaths in children &lt 5 worldwide are vaccine-preventable, per @WHO. RT to spread the word. #getvax http://t.co/U1LQud0VjM"
Action,pfizer_news,"Check out our free VaxMinder App on iTunes. Track vaccinations for US children &lt 2, record key milestones &amp  receive health reminders. #getvax"
Information,pfizer_news,"According to @WHO, vaccines help prevent 2-3 million deaths worldwide each year. RT to spread the word. #getvax http://t.co/fReQBbzqY2"
Information,pfizer_news,PFE Center for Therapeutic Innovation collaborates to accelerate prostate cancer research http://t.co/B6hTEBePQj
Information,pfizer_news,PFE joins @LeanInOrg community that aims to help women achieve professional goals #leaningin http://t.co/p16VzlXsg5
Action,pfizer_news,"NFID, in collaboration w/ @pfizer, conducted a survey of more than 2K parents, teens &amp  HCPs. View results at http://t.co/JgiNymLxBY"
Action,pfizer_news,@Pfizer has launched http://t.co/DQGWn2jaIc! Learn how parents can help teens manage their own health http://t.co/70VgfMfyzF
Information,pfizer_news,Looking forward to inspiring talks on global health challenges w/filmmakingâ€™s best creative minds at Envision 2013 #envisionfilm
Information,pfizer_news,PFE is partnering w/IFP &amp  UN to sponsor Envision 2013: Stories of the Global Health Challenge #envisionfilm http://t.co/qswB81P1In
Information,pfizer_news,"Biosimilars hold promise for the future. @Pfizer cancer research developments at #ECC2013 Hall 4/ 9/29, 9:30-12 CEST"
Information,pfizer_news,"Pfizer Acquires Polocard, Polandâ€™s Leading Over-the-Counter Heart Attack Prevention Brand http://t.co/y0aaMPAyUC"
Information,pfizer_news,"Data for #NSCLC to be presented on patient-reported symptoms, global QoL &amp  general health status compared #3.400&amp 3.412/Hall 4"
Information,pfizer_news,"PFE provides data for #ProjectDataSphere initiative, a new platform w/aim of advancing research for cancer patients http://t.co/OFHucAm9hE"
Information,pfizer_news,Pfizer collaborates with @EMDSerono &amp  @broadinstitute to research biomarkers in people with #lupus http://t.co/wEzz05iCTM
Information,pfizer_news,Pfizer collaborates with @integragen (#ALINT) to evaluate molecular signature for #liver cancer http://t.co/wXwvT9dH0y
Information,pfizer_news,Pfizer study of young children born small for gestational age meets its primary endpoint http://t.co/RX7fAWGIHA
Information,pfizer_news,PFE collaborates w/MITâ€™s Synthetic Biology Ctr to advance synthetic biology research in drug discovery/development http://t.co/azy7ptUZ5k
Information,pfizer_news,Pfizer &amp  Neoantigenics collaborate to develop antibody-based therapeutics for #cancer http://t.co/y4Qj7slqDo
Information,pfizer_news,"Dr. Freda Lewis-Hall, Chief Medical Officer, comments on U.S. Surgeon Generalâ€™s report #SGR50 on smoking &amp  health http://t.co/8JA63vhGBL"
Information,pfizer_news,Pfizer Global Health Fellows &amp  Accordia Global Health Foundation recognize 10 years of improving healthcare in Africa http://t.co/Ov08CTEien
Information,pfizer_news,PFE acquires ex-Japan rights to experimental medicine KUX-1151 for #gout &amp  hyperuricemia from Kissei Pharmaceutical http://t.co/VXEDyGFfOq
Information,pfizer_news,PFE Photo Archives: Sales rep meets w/pharmacy worker at Hospital Provincial de Madrid (1963) http://t.co/JL91v5dU7Z
Information,pfizer_news,Pfizer Research Prize Foundation in Switzerland awards annual prize for cutting-edge research to 9 scientists http://t.co/ZqiuCH4FFw
Information,pfizer_news,"PFEâ€™s John Young: Our industry is part of global trend of targeted innovation, providing healthcare solutions http://t.co/OJRsPG1VBq"
Information,pfizer_news,PFEâ€™s John Young: Patient voice contributes critical insights into health policy debate http://t.co/7zX4dw3ETt
Information,pfizer_news,"For 3 yrs, PFE has served as lead sponsor of @hrc #HealthcareEqualityIndex which evaluates healthcare facilities on LGBT patient care"
Information,pfizer_news,#WomensHistoryMonth Statistician Florence Nightingale spurred health reforms &amp  is credited by historians as founder of modern nursing
Information,pfizer_news,AMA Foundation Recognizes PFE for Excellence in Medicine partnership http://t.co/ZfQi4pYxw2
Information,pfizer_news,"US manufacturers, patient grps to Congress:Reject #PartD interference, negotiations already lower cost #whyPartDworks http://t.co/zgXMpWAzPI"
Information,pfizer_news,"AAHRPP Pres. &amp  CEO Marjorie A. Speers says Pfizerâ€™s AAHRPP accreditation raises bar, sets an example for other sponsors to follow"
Information,pfizer_news,PFE awarded AAHRPP accreditation affirming PFE conducts research worldwide in accordance w/their gold standard for quality &amp  ethics
Information,pfizer_news,CBO 10-yr Medicare projection down by $137 billion and #Medicare #PartD single biggest factor http://t.co/g6drp9yfOj @pfizer
Information,pfizer_news,Freda Lewis-Hall MD discusses how an irregular heartbeat may lead to other health issues on @TheDoctors http://t.co/FMf20YpVYP
Information,pfizer_news,PFE: Balanced approach to IP needed to meet healthcare needs in India #IP http://t.co/sfVfJR5bkh
Information,pfizer_news,Columbia Univ prof discusses preventive care for the aging http://t.co/mX9EUujsZ7
Information,pfizer_news,Pfizer collaborates with @secondgenome on microbiome research in #obesity http://t.co/J5P3z0fTMs
Information,pfizer_news,Pfizer collaborates with UK universities in Global Medical Excellence Cluster on research of #rarediseases http://t.co/1sGY1kH6JP
Information,pfizer_news,"@Pfizer &amp  @avonfoundation announce $1M grants program supporting metastatic #breastcancer awareness, edu &amp  services http://t.co/utLgILvSNZ"
Information,pfizer_news,"Pfe Opens New State-of-the-Art Research and Development Facilities in Cambridge, Mass http://t.co/6hPfO259fH"
Information,pfizer_news,"PFE acquires melanocortin receptor cmpnds from @MRCTechnology, including small molecules developed in collab w/ @QMUL http://t.co/K2W4cbjLai"
Information,pfizer_news,Pfizer and Cellectis Enter Into Global Strategic Cancer Immunotherapy Collaboration http://t.co/XamOFqfQQl
Information,Nestle,"Anne Roulin, our Head of Packaging & Design, talks with @FoodProdDaily about our work on eco-packaging http://t.co/tLQVD2K #packaging #csv"
Information,pfizer_news,Reduced hospitalizations &amp  ER visits drive declining health costs assoc w/ improved medication adherence #valueofmeds http://t.co/R2kM3iy6qJ
Action,Citi,"Announcing Partners In Progress, a joint initiative w/ @Liifund. Find out more about our new #communityQBÂ model http://t.co/wSljo91MKm"
Information,Nestle,Chitra's Indonesian soup is colourful &amp  refreshing. Don't be afraid of that chilli... http://t.co/x5NaXetKFF http://t.co/fURN69MVJ8
Dialogue,Nestle,".@ChristinaRuteck Thanks Christina. Today, you're our favourite too! #Smarties #GoodFoodGoodLife http://t.co/GFvHNmYNIP"
Dialogue,Nestle,".@EAL_Awards Keep up the good work, Ed! #employment4youth"
Information,Nestle,"'Health Is Wealth' Panel At Davos: Arianna Talks With Francis S. Collins, Paul Bulcke, Joseph Jime... http://t.co/LbprZE9pFh via @LeHuffPost"
Information,Nestle,"""...and a dramatically larger amount of vegetables.""  #HealthyKids"
Information,Nestle,"""A*STAR to partner NestlÃƒÂ© to boost food, nutrition R&amp;D"" http://t.co/gv0RIEtDGc via  @BTBreakingnews"
Action,DanoneGroup,"""Bringing health through food to as many people as possible"" do you want to know more about our mission ? http://t.co/HEhLCDaVKj"
Action,Nestle,"""Children who cooked alongside a parent ate almost 76% more salad."" See the full report: http://t.co/0eec3bBa1s #HealthyKids"
Information,Nestle,"""Food: It's all a question of reputation"" http://t.co/IIFmHnJ0CL (in Italian) via @repubblicait"
Information,Nestle,"""For companies, investing in women can mean better health, education - and business"" via @globalpost: http://t.co/bAHU1xMn2y"
Information,Nestle,"""How The Most Powerful People In The World Define Healthy Living"" http://t.co/xBcJOI2BNd via @HealthyLiving #wef2014"
Information,Merck,"""WeÃ¢â‚¬â„¢re building on a legacy of scientific achievement which positions us to make further contributions to human health."" Ã¢â‚¬â€œR. Perlmutter $MRK"
Information,DanoneGroup,[BlogPost] Danoners speak highly of DanÃ¢â‚¬â„¢Cares! http://t.co/ZDZgEel9YQ #health
Dialogue,Merck,@amygianficaro @TheIntellNews @BurlcoTimes @CourierTimes Thanks for the honor! Proud to be selected for the #BestPlacesToWork awards!
